"dc.AccrualPeriodicity","dc.AccrualPolicy","dc.contributor.author","dc.contributor.other","dc.coverage.spatial","dc.coverage.temporal","dc.coverage.vigencia","dc.date.created","dc.date.issued","dc.date.validfinal","dc.date.validinici","dc.description","dc.description.LegislationChangedBy","dc.description.LegislationChanges","dc.description.abstract","dc.description.sponsorship","dc.description.tableofcontents","dc.description.version","dc.disposal","dc.format","dc.format.extent","dc.identifier.BG","dc.identifier.ab","dc.identifier.citation","dc.identifier.entitat","dc.identifier.isbn","dc.identifier.mandat","dc.identifier.uri","dc.language","dc.publisher","dc.relation","dc.relation.hasformat","dc.relation.haspart","dc.relation.hasversion","dc.relation.isbasedon","dc.relation.isbasisfor","dc.relation.isformatof","dc.relation.ispartof","dc.relation.isreferencedby","dc.relation.isreplacedby","dc.relation.isrequiredby","dc.relation.isversionof","dc.relation.references","dc.relation.replaces","dc.relation.requires","dc.relation.uri","dc.rights","dc.rights.accessrights","dc.rights.notes","dc.rights.rightsHolder","dc.rights.uri","dc.source","dc.subject","dc.subject.category","dc.subject.forma","dc.subject.programme","dc.title","dc.title.alternative","dc.type",
"","","Direcció d'Immigració","","Barcelona. Districte 4. Les Corts | Barcelona. District 4. Les Corts | Barcelona. Distrito 4. Les Corts","","","2006","2006","","","Editat posteriorment amb el títol: Guia d'acollida de butxaca de Barcelona","","","","","","","Drets revisats. Document amb responsabilitat exclusiva de l'Ajuntament o les seves dependències i entitats autònomes.","application/pdf","16 p.","GUIARECPEN_LC_CAT-XIN","","","","","","http://hdl.handle.net/11703/91448","cat | chi","Ajuntament de Barcelona","http://hdl.handle.net/11703/91445 | http://hdl.handle.net/11703/91446 | http://hdl.handle.net/11703/91447","","","http://hdl.handle.net/11703/90557","","","","","","","","","","","","","CC-BY","openAccess","","Ajuntament de Barcelona","http://creativecommons.org/licenses/by/4.0/deed.ca","","Immigrants | Emigració i immigració | Immigrants | Emigration and immigration | Emigrantes | Emigración e inmigración","Societat i benestar","monografies","","Guia de recursos : Les Corts [versió en català i xinès]","","text",
"","","Manenti, Andrea | Museu d'Història de la Ciutat (Barcelona)","Cucurella, Montserrat","Diagonal, Avinguda (Barcelona) | Diagonal, Boulevard (Barcelona) | Diagonal, Avenida (Barcelona)","","","2011","2010","","","Forma part de la col·lecció: Guies d'Història Urbana del MUHBA; 3","","","","","","","Drets revisats. No s'ha parlat amb tots els responsables del document, per tant s'ha establert Tots els dret reservats.","application/pdf","2 p.","13012","","","entitats públiques empresarials","","","http://hdl.handle.net/11703/91088","cat","Museu d'Història de Barcelona","","","","","","","","","","","","","","","","","Tots els drets reservats","openAccess","L'Ajuntament de Barcelona no pot donar autorització sobre l'ús d'aquest document ni facilitar-ne còpies. La utilització i/o reproducció d'aquest document fora de l'àmbit municipal representa l'incompliment de la legislació vigent sobre propietat intel·lectual.","De l'edició: Museu d'Història de Barcelona | Dels textos: els seus autors | De les fotografies: els seus autors","","","Urbanisme | Història | City planning | History | Urbanismo | Historia","Urbanisme i infraestructures | Cultura i oci","monografies","","Diagonal: BCN: guia d'història urbana","","text",
"","","Agència de Salut Pública de Barcelona | Artazcoz Lazcano, Lucía | Cortès, Imma | Borrell Thió, Carme | Pasarín Rúa, Maria Isabel","","Barcelona | Barcelona | Barcelona","","","2003","2003-03","","","Forma part de la col·lecció: Conèixer Barcelona","","","","","","","","application/pdf","129 p.","3809","","","","","","http://hdl.handle.net/11703/90344","cat","Ajuntament de Barcelona. Sector de Serveis Personals","","","","","","","","","","","","","","","","","Tots els drets reservats","openAccess","L'Ajuntament de Barcelona no pot donar autorització sobre l'ús d'aquest document ni facilitar-ne còpies. La utilització i/o reproducció d'aquest document fora de l'àmbit municipal representa l'incompliment de la legislació vigent sobre propietat intel·lectual.","Ajuntament de Barcelona | Agència de Salut Pública de Barcelona","","","Indicadors de salut | Salut pública | Health status indicators | Public health | Indicadores de salud | Salud pública","Salut","monografies","","Diferències i desigualtats de gènere en salut","","text",
"","","Institut Barcelona Esports | Institut Municipal de Persones amb Discapacitat (Barcelona)","","Barcelona | Barcelona | Barcelona","","","2009","2009","","","","","","","","","","","application/pdf","3 p.","3002","","","organismes autònoms","","","http://hdl.handle.net/11703/90151","cat","","","","","","","","","","","","","","","","","","Tots els drets reservats","openAccess","","","","","Esports per a discapacitats | Sports for people with disabilities | Minusválidos-Deportes","Esport | Societat i benestar","monografies","Programa Per un Esport Sense Barreres 2009 (Barcelona)","Organització del Servei d'Assessorament Pedagògic per a la inclusió esportiva dels usuaris i usuàries amb discapacitat a les instal·lacions esportives municipals de Barcelona","","text",
"","","Direcció d'Immigració","","Barcelona | Barcelona | Barcelona","","","2013","2013","","","","","","","","","","Drets revisats. Document amb responsabilitat exclusiva de l'Ajuntament o les seves dependències i entitats autònomes.","application/pdf","5 p.","18634","","","","","","http://hdl.handle.net/11703/91242","cat | eng","Ajuntament de Barcelona","http://hdl.handle.net/11703/91241 | http://hdl.handle.net/11703/91243 | http://hdl.handle.net/11703/91244 | http://hdl.handle.net/11703/91245","","","","","","","","","","","","","","","","CC-BY","openAccess","","Ajuntament de Barcelona","http://creativecommons.org/licenses/by/4.0/deed.ca","","Servei d'Atenció als Immigrants Estrangers i Refugiats (Barcelona) | Immigrants | Servei d'Atenció als Immigrants Estrangers i Refugiats (Barcelona) | Immigrants | Servei d'Atenció als Immigrants Estrangers i Refugiats (Barcelona) | Emigrantes","Societat i benestar","monografies","","Nou SAIER Servei d'Atenció a Immigrants, Emigrants i Refugiats: ens adaptem als canvis i a les necessitats de la ciutadania oferint dos nous serveis [versió en català i anglès]","A new SAIER Care Service for Migrants and Refugees (SAIER): we are adapting to the changes and needs of citizens by offering two new services [versió en català i anglès]","text",
"","","Districte 6. Gràcia","","Barcelona. Districte 6. Gràcia | Barcelona. District 6. Gràcia | Barcelona. Distrito 6. Gràcia","","","2014","2014","","","","","","","","","","Drets revisats. Document amb responsabilitat exclusiva de l'Ajuntament o les seves dependències i entitats autònomes.","application/pdf","2 p.","18384","","","districtes","","","http://hdl.handle.net/11703/90142","cat","Ajuntament de Gràcia | Punt d'informació juvenil de Gràcia","","","","","","","","","","","","","","","","","CC-BY","openAccess","","Ajuntament de Barcelona","http://creativecommons.org/licenses/by/4.0/deed.ca","","Comerç al detall | Districte 6. Gràcia | Retail trade | Districte 6. Gràcia | Comercio al detalle | Districte 6. Gràcia","Comerç","monografies","","Mapa del comerç jove de Gràcia","","text",
"","","Transports Metropolitans de Barcelona | Ajuntament de Barcelona","","Barcelona | Barcelona | Barcelona","","","2014-03-10","2014-03-10","","","","","","","","","","","application/pdf","15 p.","17902","","","","","","http://hdl.handle.net/11703/90041","cat","","","","","","","","","","","","","","","","","","Tots els drets reservats","openAccess","","","","","Transport públic | Autobusos | Local transit | Buses | Transporte público | Autobuses","Transport","monografies","","Nova Xarxa Bus: presentació autobusos híbrids i avanç fase 2014","","text",
"","","Direcció de Democràcia Activa i Descentralització | Gerència de Drets de Ciutadania, Participació i Transparència","","Barcelona | Barcelona | Barcelona","","","2019","2019","","","Podeu consultar la versió en català a: http://hdl.handle.net/11703/114013 | Podeu consultar la versió en castellà a: http://hdl.handle.net/11703/114018","","","","","","","","application/pdf","26 p.","","","","","","Mandat 2015-2019","http://hdl.handle.net/11703/114788","eng","Ajuntament de Barcelona","http://hdl.handle.net/11703/114013 | http://hdl.handle.net/11703/114018","","","","","","","","","","","","","","","","CC-BY","openAccess","","Ajuntament de Barcelona","http://creativecommons.org/licenses/by/4.0/deed.ca","","Participació ciutadana | Participación ciudadana | Citizen participation","Societat i benestar","monografies","","Practical guides for citizen participation in Barcelona : participatory bodies","","text",
"","","Banqué, Neus | Direcció de Comerç i Consum | Institut Municipal d'Educació (Barcelona)","Bonil, Josep | Calafell, Genina | Soler, Joana | Molins, Maria","Barcelona | Barcelona | Barcelona","","","2007","2007","","","Programa didàctic","","","","","","","","application/pdf","76 p.","PROGCOMES2009-2010-PROP","","","organismes autònoms","","","http://hdl.handle.net/11703/91474","cat","Ajuntament de Barcelona. Comerç i Consum | Institut d'Educació","http://hdl.handle.net/11703/91473","","","","","","","","","","","","","","","","Tots els drets reservats","openAccess","","","","","Comerç | Commerce | Comercio","Comerç | Educació","monografies","","Proposta didàctica per treballar al comerç de Barcelona: cicle inicial, cicle mitjà, cicle superior d'educació primària i primer cicle d'ESO: programa didàctic","","text",
"","","Agència Municipal de Serveis Associatius-Torre Jussana | Consell Municipal d'Associacions del Voluntariat de Barcelona","","Barcelona | Barcelona | Barcelona","","","1997","1997","","","Forma part de la col·lecció: Dossiers Barcelona Associacions; 26","","","","","","","","application/pdf","83 p.","15333","","","consells","","","http://hdl.handle.net/11703/90300","cas","","","","","","","","Reproducció digital del document en suport original","","","","","","","","","","Tots els drets reservats","openAccess","","","","","Associacions, institucions, etc. | Finances | Associations, institutions, etc. | Finance | Asociaciones, instituciones, etc. | Finanzas","Societat i benestar","monografies | documents digitalitzats","","Vamos a plantearnos la financiación de nuestras asociaciones: ideas claves i propuestas estratégicas","","text",
"","","Institut Municipal de Persones amb Disminució (Barcelona) | Foment de les Arts Decoratives | Comitè Català de Representants de Minusvàlids | Ajuntament de Barcelona","","Barcelona | Barcelona | Barcelona","","","2004","2004","","","A la portada: Un minuto de reflexión para los profesionales del diseño. Pensar en la diversidad, una aportación positiva, creativa y útil.","","","","","","","","application/pdf","42 p.","3468","","","organismes autònoms","","","http://hdl.handle.net/11703/90517","cas","Ajuntament de Barcelona","http://hdl.handle.net/11703/90515","","","","","","","","","","","http://hdl.handle.net/11703/90516","","","","","Tots els drets reservats","openAccess","","","","","Supressió de barreres arquitectòniques | Disseny | Barrier-free design | Design | Accesibilidad para personas con discapacidad | Diseño","Urbanisme i infraestructures","monografies","","Buen diseño y para todos [versió accessible]","","text",
"","","Àrea d'Hisenda i Promoció Econòmica | Barcelona Activa, S.A.","","Barcelona | Barcelona | Barcelona","","","2010","2010","","","","","","","","","","","application/pdf","202 p.","5660","","","societats mercantils","","","http://hdl.handle.net/11703/90723","cat | cas","Ajuntament de Barcelona","","","","","","","","","","","","","","","","","Tots els drets reservats","openAccess","L'Ajuntament de Barcelona no pot donar autorització sobre l'ús d'aquest document ni facilitar-ne còpies. La utilització i/o reproducció d'aquest document fora de l'àmbit municipal representa l'incompliment de la legislació vigent sobre propietat intel·lectual","Barcelona Activa, S.A.","","","Empreses | Orientació professional | Business enterprises | Vocational guidance | Empresas | Orientación profesional","Economia","monografies","","Guia d'experts per a empreses innovadores [versió en català i castellà]","Guía de expertos para empresas innovadoras [versió en català i castellà]","text",
"","Tancada","Institut Municipal de Serveis Socials (Barcelona)","","Barcelona | Barcelona | Barcelona","2009","No","2009","2009","","","","","","","","","","","application/pdf","","5233","","","organismes autònoms","","Mandat 2007-2011","http://hdl.handle.net/11703/88073","cat","Institut Municipal de Serveis Socials (Barcelona)","","","","","","","","","","","","","http://hdl.handle.net/11703/88590","","","","CC-BY","openAccess","","Institut Municipal de Serveis Socials (Barcelona)","http://creativecommons.org/licenses/by/4.0/deed.ca","","Institut Municipal de Serveis Socials (Barcelona) | Serveis socials | Institut Municipal de Serveis Socials (Barcelona) | Human services | Institut Municipal de Serveis Socials (Barcelona) | Servicios sociales","Societat i benestar","memòries | monografies","","Memòria de creació","","text",
"","","Ajuntament de Barcelona | Pacte per la Mobilitat (Barcelona)","","Barcelona | Barcelona | Barcelona","","","2013","2013-01","","","","","","","","","","","application/pdf","20 p.","13281","","","","","","http://hdl.handle.net/11703/90130","cat","Ajuntament de Barcelona","","","","","","","","","","","","","","","","","Tots els drets reservats","openAccess","","","","","Vehicles elèctrics | Electric vehicles | Vehículos eléctricos","Transport | Energia","monografies","Pacte per la Mobilitat (Barcelona) | LIVE Barcelona (Projecte)","Evolució mobilitat elèctrica a Barcelona","","text",
"","","Àrea d'Acció Social i Ciutadania","","Barcelona | Barcelona | Barcelona","","","2008","2008","","","","","","","","","","Drets revisats. Document amb responsabilitat exclusiva de l'Ajuntament o les seves dependències i entitats autònomes.","application/pdf","8 p.","3111","","","","","","http://hdl.handle.net/11703/90484","cat","Ajuntament de Barcelona. Acció Social i Ciutadania","","","","","","","","","","","","","","","","","CC-BY","openAccess","","Ajuntament de Barcelona","http://creativecommons.org/licenses/by/4.0/deed.ca","","Política social | Social policy | Política social","Societat i benestar","monografies","","La Barcelona social fa front a la crisi i a l'exclusió","","text",
"","","Ortega Robert, Jordi | Districte 3. Sants-Montjuïc","","Barcelona. Districte 3. Sants-Montjuïc | Barcelona. District 3. Sants-Montjuïc | Barcelona. Distrito 3. Sants-Montjuïc","","","2003","2003","","","Forma part de la col·lecció: Conèixer el Districte de Sants-Montjuïc; 13","","","","","","","","application/pdf","19 p.","6464","","","districtes","","","http://hdl.handle.net/11703/90746","cat","Ajuntament de Barcelona. Districte de Sants-Montjuïc","","","","","","","","","","","","","","","","","Tots els drets reservats","openAccess","","","","","Transport urbà | Barris | Urban transportation | Neighborhood | Transporte urbano | Barrios","Transport","monografies","","Els transports","","text",
